PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,SmallFamily,LargeFamily,HasCabin,TicketPrefix,HasTicketPrefix,FarePerPerson,IsChild,IsAdult,IsElderly,NameLength,AgeGroup,FareBin,FarePerPersonBin,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Survived
336,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
337,1,1,29.0,1,0,66.6,2,0,1,0,1,None,0,33.3,0,1,0,25,2,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
338,1,0,41.0,0,0,134.5,1,1,0,0,1,None,0,134.5,0,1,0,31,3,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
339,3,1,45.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,21,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
340,1,1,45.0,0,0,35.5,1,1,0,0,1,None,0,35.5,0,1,0,28,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341,2,1,2.0,1,1,26.0,3,0,1,0,1,None,0,8.666666666666666,1,0,0,30,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
342,1,0,24.0,3,2,263.0,6,0,0,1,1,None,0,43.833333333333336,0,1,0,30,2,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
343,2,1,28.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,26,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
344,2,1,25.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,42,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
345,2,1,36.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,23,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
346,2,0,24.0,0,0,13.0,1,1,0,0,1,None,0,13.0,0,1,0,29,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
347,2,0,40.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,25,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
348,3,0,22.0,1,0,16.1,2,0,1,0,0,None,0,8.05,0,1,0,41,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
349,3,1,3.0,1,1,15.9,3,0,1,0,0,C,1,5.3,1,0,0,38,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
350,3,1,42.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,16,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
351,3,1,23.0,0,0,9.225,1,1,0,0,0,None,0,9.225,0,1,0,22,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
352,1,1,42.0,0,0,35.0,1,1,0,0,1,None,0,35.0,0,1,0,38,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
353,3,1,15.0,1,1,7.2292,3,0,1,0,0,None,0,2.409733333333333,1,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
354,3,1,25.0,1,0,17.8,2,0,1,0,0,None,0,8.9,0,1,0,25,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
355,3,1,25.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
356,3,1,28.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,27,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
357,1,0,22.0,0,1,55.0,2,0,1,0,1,None,0,27.5,0,1,0,27,2,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
358,2,0,38.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,25,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
359,3,0,22.0,0,0,7.8792,1,1,0,0,0,None,0,7.8792,0,1,0,20,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
360,3,0,22.0,0,0,7.8792,1,1,0,0,0,None,0,7.8792,0,1,0,33,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
361,3,1,40.0,1,4,27.9,6,0,0,1,0,None,0,4.6499999999999995,0,1,0,18,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
362,2,1,29.0,1,0,27.7208,2,0,1,0,0,SC,1,13.8604,0,1,0,25,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
363,3,0,45.0,0,1,14.4542,2,0,1,0,0,None,0,7.2271,0,1,0,31,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
364,3,1,35.0,0,0,7.05,1,1,0,0,0,SOTON,1,7.05,0,1,0,15,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
365,3,1,25.0,1,0,15.5,2,0,1,0,0,None,0,7.75,0,1,0,19,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
366,3,1,30.0,0,0,7.25,1,1,0,0,0,C,1,7.25,0,1,0,30,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
367,1,0,60.0,1,0,75.25,2,0,1,0,1,None,0,37.625,0,0,1,48,3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
368,3,0,22.0,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
369,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,19,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
370,1,0,24.0,0,0,69.3,1,1,0,0,1,PC,1,69.3,0,1,0,29,2,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
371,1,1,25.0,1,0,55.4417,2,0,1,0,1,None,0,27.72085,0,1,0,27,2,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
372,3,1,18.0,1,0,6.4958,2,0,1,0,0,None,0,3.2479,0,1,0,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
373,3,1,19.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,26,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
374,1,1,22.0,0,0,135.6333,1,1,0,0,0,PC,1,135.6333,0,1,0,19,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
375,3,0,3.0,3,1,21.075,5,0,0,1,0,None,0,4.215,1,0,0,26,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
376,1,0,36.0,1,0,82.1708,2,0,1,0,0,PC,1,41.0854,0,1,0,37,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
377,3,0,22.0,0,0,7.25,1,1,0,0,0,C,1,7.25,0,1,0,31,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
378,1,1,27.0,0,2,211.5,3,0,1,0,1,None,0,70.5,0,1,0,25,2,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
379,3,1,20.0,0,0,4.0125,1,1,0,0,0,None,0,4.0125,0,1,0,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
380,3,1,19.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,27,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
381,1,0,42.0,0,0,227.525,1,1,0,0,0,PC,1,227.525,0,1,0,21,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
382,3,0,1.0,0,2,15.7417,3,0,1,0,0,None,0,5.247233333333333,1,0,0,27,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
383,3,1,32.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
384,1,0,35.0,1,0,52.0,2,0,1,0,0,None,0,26.0,0,1,0,51,2,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
385,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,22,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
386,2,1,18.0,0,0,73.5,1,1,0,0,0,S,1,73.5,0,1,0,25,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
387,3,1,1.0,5,2,46.9,8,0,0,1,0,CA,1,5.8625,1,0,0,31,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
388,2,0,36.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,16,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
389,3,1,25.0,0,0,7.7292,1,1,0,0,0,None,0,7.7292,0,1,0,20,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
390,2,0,17.0,0,0,12.0,1,1,0,0,0,SC,1,12.0,0,1,0,21,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
391,1,1,36.0,1,2,120.0,4,0,1,0,1,None,0,30.0,0,1,0,26,3,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
392,3,1,21.0,0,0,7.7958,1,1,0,0,0,None,0,7.7958,0,1,0,22,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
393,3,1,28.0,2,0,7.925,3,0,1,0,0,None,0,2.6416666666666666,0,1,0,28,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
394,1,0,23.0,1,0,113.275,2,0,1,0,1,None,0,56.6375,0,1,0,22,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
395,3,0,24.0,0,2,16.7,3,0,1,0,1,PP,1,5.566666666666666,0,1,0,51,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
396,3,1,22.0,0,0,7.7958,1,1,0,0,0,None,0,7.7958,0,1,0,19,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
397,3,0,31.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,19,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
398,2,1,46.0,0,0,26.0,1,1,0,0,0,None,0,26.0,0,1,0,23,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
399,2,1,23.0,0,0,10.5,1,1,0,0,0,None,0,10.5,0,1,0,16,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
400,2,0,28.0,0,0,12.65,1,1,0,0,0,None,0,12.65,0,1,0,32,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
401,3,1,39.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,18,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
402,3,1,26.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,15,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
403,3,0,21.0,1,0,9.825,2,0,1,0,0,None,0,4.9125,0,1,0,24,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
404,3,1,28.0,1,0,15.85,2,0,1,0,0,STON,1,7.925,0,1,0,30,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
405,3,0,20.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,23,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
406,2,1,34.0,1,0,21.0,2,0,1,0,0,None,0,10.5,0,1,0,18,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
407,3,1,51.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,32,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
408,2,1,3.0,1,1,18.75,3,0,1,0,0,None,0,6.25,1,0,0,30,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
409,3,1,21.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,33,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
410,3,0,22.0,3,1,25.4667,5,0,0,1,0,None,0,5.0933399999999995,0,1,0,18,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
411,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
412,3,1,25.0,0,0,6.8583,1,1,0,0,0,None,0,6.8583,0,1,0,15,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
413,1,0,33.0,1,0,90.0,2,0,1,0,1,None,0,45.0,0,1,0,22,2,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
414,2,1,29.5,0,0,0.0,1,1,0,0,0,None,0,0.0,0,1,0,30,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
415,3,1,44.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,25,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
416,3,0,22.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,39,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
417,2,0,34.0,1,1,32.5,3,0,1,0,0,None,0,10.833333333333334,0,1,0,47,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
418,2,0,18.0,0,2,13.0,3,0,1,0,0,None,0,4.333333333333333,0,1,0,29,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
419,2,1,30.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,26,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
420,3,0,10.0,0,2,24.15,3,0,1,0,0,None,0,8.049999999999999,1,0,0,25,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
421,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,22,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
422,3,1,21.0,0,0,7.7333,1,1,0,0,0,A,1,7.7333,0,1,0,19,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
423,3,1,29.0,0,0,7.875,1,1,0,0,0,None,0,7.875,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
424,3,0,28.0,1,1,14.4,3,0,1,0,0,None,0,4.8,0,1,0,54,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
425,3,1,18.0,1,1,20.2125,3,0,1,0,0,None,0,6.7375,0,1,0,27,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
426,3,1,25.0,0,0,7.25,1,1,0,0,0,A,1,7.25,0,1,0,22,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
427,2,0,28.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,43,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
428,2,0,19.0,0,0,26.0,1,1,0,0,0,None,0,26.0,0,1,0,67,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
429,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,16,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
430,3,1,32.0,0,0,8.05,1,1,0,0,1,SOTON,1,8.05,0,1,0,34,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
431,1,1,28.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,1,0,41,2,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
432,3,0,22.0,1,0,16.1,2,0,1,0,0,None,0,8.05,0,1,0,49,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
433,2,0,42.0,1,0,26.0,2,0,1,0,0,SC,1,13.0,0,1,0,51,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
434,3,1,17.0,0,0,7.125,1,1,0,0,0,STON,1,7.125,0,1,0,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
435,1,1,50.0,1,0,55.9,2,0,1,0,1,None,0,27.95,0,1,0,25,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
436,1,0,14.0,1,2,120.0,4,0,1,0,1,None,0,30.0,1,0,0,25,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
437,3,0,21.0,2,2,34.375,5,0,0,1,0,W,1,6.875,0,1,0,36,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
438,2,0,24.0,2,3,18.75,6,0,0,1,0,None,0,3.125,0,1,0,37,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
439,1,1,64.0,1,4,263.0,6,0,0,1,1,None,0,43.833333333333336,0,0,1,17,4,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
440,2,1,31.0,0,0,10.5,1,1,0,0,0,C,1,10.5,0,1,0,38,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
441,2,0,45.0,1,1,26.25,3,0,1,0,0,F,1,8.75,0,1,0,43,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
442,3,1,20.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,15,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
443,3,1,25.0,1,0,7.775,2,0,1,0,0,None,0,3.8875,0,1,0,25,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
444,2,0,28.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,25,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
445,3,1,25.0,0,0,8.1125,1,1,0,0,0,None,0,8.1125,0,1,0,33,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
446,1,1,4.0,0,2,81.8583,3,0,1,0,1,None,0,27.2861,1,0,0,25,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
447,2,0,13.0,0,1,19.5,2,0,1,0,0,None,0,9.75,1,0,0,33,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
448,1,1,34.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,1,0,27,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
449,3,0,5.0,2,1,19.2583,4,0,1,0,0,None,0,4.814575,1,0,0,30,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
450,1,1,52.0,0,0,30.5,1,1,0,0,1,None,0,30.5,0,1,0,30,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
451,2,1,36.0,1,2,27.75,4,0,1,0,0,C,1,6.9375,0,1,0,21,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
452,3,1,25.0,1,0,19.9667,2,0,1,0,0,None,0,9.98335,0,1,0,31,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
453,1,1,30.0,0,0,27.75,1,1,0,0,1,None,0,27.75,0,1,0,31,2,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
454,1,1,49.0,1,0,89.1042,2,0,1,0,1,None,0,44.5521,0,1,0,24,3,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
455,3,1,25.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,19,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
456,3,1,29.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,18,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
457,1,1,65.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,0,1,25,4,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
458,1,0,36.0,1,0,51.8625,2,0,1,0,1,None,0,25.93125,0,1,0,33,3,4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
459,2,0,50.0,0,0,10.5,1,1,0,0,0,F,1,10.5,0,1,0,19,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
460,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,21,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461,1,1,48.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,1,0,19,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
462,3,1,34.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,19,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
463,1,1,47.0,0,0,38.5,1,1,0,0,1,None,0,38.5,0,1,0,17,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
464,2,1,48.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,28,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
465,3,1,25.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,18,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
466,3,1,38.0,0,0,7.05,1,1,0,0,0,SOTON,1,7.05,0,1,0,31,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
467,2,1,29.5,0,0,0.0,1,1,0,0,0,None,0,0.0,0,1,0,21,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
468,1,1,56.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,1,0,26,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
469,3,1,25.0,0,0,7.725,1,1,0,0,0,None,0,7.725,0,1,0,18,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
470,3,0,0.75,2,1,19.2583,4,0,1,0,0,None,0,4.814575,1,0,0,29,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
471,3,1,25.0,0,0,7.25,1,1,0,0,0,None,0,7.25,0,1,0,17,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
472,3,1,38.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,15,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
473,2,0,33.0,1,2,27.75,4,0,1,0,0,C,1,6.9375,0,1,0,39,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
474,2,0,23.0,0,0,13.7917,1,1,0,0,1,SC,1,13.7917,0,1,0,44,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
475,3,0,22.0,0,0,9.8375,1,1,0,0,0,None,0,9.8375,0,1,0,27,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
476,1,1,42.0,0,0,52.0,1,1,0,0,1,None,0,52.0,0,1,0,27,3,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
477,2,1,34.0,1,0,21.0,2,0,1,0,0,None,0,10.5,0,1,0,23,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
478,3,1,29.0,1,0,7.0458,2,0,1,0,0,None,0,3.5229,0,1,0,25,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
479,3,1,22.0,0,0,7.5208,1,1,0,0,0,None,0,7.5208,0,1,0,25,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
480,3,0,2.0,0,1,12.2875,2,0,1,0,0,None,0,6.14375,1,0,0,24,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
481,3,1,9.0,5,2,46.9,8,0,0,1,0,CA,1,5.8625,1,0,0,30,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
482,2,1,29.5,0,0,0.0,1,1,0,0,0,None,0,0.0,0,1,0,32,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
483,3,1,50.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,24,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
484,3,0,63.0,0,0,9.5875,1,1,0,0,0,None,0,9.5875,0,0,1,22,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
485,1,1,25.0,1,0,91.0792,2,0,1,0,1,None,0,45.5396,0,1,0,23,2,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
486,3,0,22.0,3,1,25.4667,5,0,0,1,0,None,0,5.0933399999999995,0,1,0,22,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
487,1,0,35.0,1,0,90.0,2,0,1,0,1,None,0,45.0,0,1,0,47,2,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
488,1,1,58.0,0,0,29.7,1,1,0,0,1,None,0,29.7,0,1,0,23,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
489,3,1,30.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,29,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
490,3,1,9.0,1,1,15.9,3,0,1,0,0,C,1,5.3,1,0,0,37,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
491,3,1,25.0,1,0,19.9667,2,0,1,0,0,None,0,9.98335,0,1,0,36,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
492,3,1,21.0,0,0,7.25,1,1,0,0,0,SOTON,1,7.25,0,1,0,19,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
493,1,1,55.0,0,0,30.5,1,1,0,0,1,None,0,30.5,0,1,0,26,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
494,1,1,71.0,0,0,49.5042,1,1,0,0,0,PC,1,49.5042,0,0,1,23,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
495,3,1,21.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,26,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
496,3,1,25.0,0,0,14.4583,1,1,0,0,0,None,0,14.4583,0,1,0,21,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
497,1,0,54.0,1,0,78.2667,2,0,1,0,1,None,0,39.13335,0,1,0,30,3,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
498,3,1,25.0,0,0,15.1,1,1,0,0,0,C,1,15.1,0,1,0,31,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
499,1,0,25.0,1,2,151.55,4,0,1,0,1,None,0,37.8875,0,1,0,47,2,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
500,3,1,24.0,0,0,7.7958,1,1,0,0,0,None,0,7.7958,0,1,0,18,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
501,3,1,17.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,16,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
502,3,0,21.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,19,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
503,3,0,22.0,0,0,7.6292,1,1,0,0,0,None,0,7.6292,0,1,0,30,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
504,3,0,37.0,0,0,9.5875,1,1,0,0,0,None,0,9.5875,0,1,0,30,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
